file_name,address,name,label,probable_expanded_name,reference_count,system_area,description
Bank00.asm,,BlackPalPtr,BlackPalPtr,BlackPalPtr,12,PPU,Palette data pointers. | ($9A3A)Palette where all colors are black.
Bank00.asm,,BlkIDCheckEn,BlkIDCheckEn,BlockIDCheckEn,1,Map,"If so, branch to keep processing. | ($AB77)Target out of bounds. Jump for boundary block. | Is player fighting the end boss?"
Bank00.asm,,BlkIDChkYCoord,BlkIDChkYCoord,BlockIDChkYCoord,1,Graphics,Fighting end boss. Return blank tile. | Is the target Y coordinate within the map bounds?
Bank00.asm,,BoundsChkEnd,BoundsChkEnd,BoundsChkEnd,4,Map,"($ABE8)If target block is water or bridge, set zero flag. | Is the target land? If not, branch. | Water with shore at the bottom."
Bank00.asm,,BrecCvrdDatPointer,BrecCvrdDatPointer,BrecconaryCvrdDatPointer,1,PPU,($A7A2)Remove window from screen. | ($AA62)Load palettes for end credits. | ($AA3D)Fade in palettes.
Bank00.asm,,BrecCvrdDatPtr,BrecCvrdDatPtr,BrecconaryCvrdDatPtr,2,Alias,Alias for BrecCvrdDatPointer
Bank00.asm,,BrecMobTbl,BrecMobTbl,BrecconaryMobTbl,1,NPC,"Female villager at  0,26 | Wizard at           9, 4."
Bank00.asm,,BrecStatTbl,BrecStatTbl,BrecconaryStatTbl,1,General,"Female villager at 15,24. | Fighter at         19,18. | Fighter at          3,26."
Bank00.asm,,BrecconaryDat,BrecconaryDat,BrecconaryDat,1,Graphics,"Brecconary. Map #$08. | Tile mapping: $0-Grass, $1-Sand, $2-Water, $3-Treasure Chest, $4-Stone, | $5-Stairs Up, $6-Brick, $7-Stairs Down, $8-Trees, $9-Poison, $A-Force Field,"
Bank00.asm,,BrecconaryMobileTable,BrecconaryMobileTable,BrecconaryMobileTable,1,Alias,Alias for BrecMobTbl
Bank00.asm,,BrecconaryStaticTable,BrecconaryStaticTable,BrecconaryStaticTable,1,Alias,Alias for BrecStatTbl
Bank00.asm,,CalcBlockIndex,CalcBlockIndex,CalculateBlockIndex,15,Map,Branch always. | Areas outside cover will be replaced with blank blocks. | *5. Data for the graphic block is 5 bytes.
Bank00.asm,,CalcBlockIndex2,CalcBlockIndex2,CalculateBlockIndex2,7,Graphics,Player just entered covered area. | Prepeare to hide outside with blank tiles. | *5. Data for the graphic block is 5 bytes.
Bank00.asm,,CalcCoveredBlock,CalcCoveredBlock,CalculateCoveredBlock,1,Map,Not in covered area. Exit.
Bank00.asm,,CalcNPCSprites,CalcNPCSprites,CalculateNPCSprites,2,Graphics,"disappear. This can only happen in Rimuldar as position | 0,0 can only be reached in this town. | ($B9DF)Increment to next NPC."
Bank00.asm,,CalcPPUBufAddr,CalcPPUBufAddr,CalculatePPUBufAddr,4,Alias,Alias for CalcPPUBufferAddr
Bank00.asm,,CantCvrdDatPtr,CantCvrdDatPtr,CantlinCvrdDatPtr,2,Location,($8D24)Pointer to Brecconary covered areas data. | ($8EE6)Pointer to Garinham covered areas data. | ($8FAE)Pointer to Cantlin covered areas data.
Bank00.asm,,CantMobTbl,CantMobTbl,CantlinMobTbl,1,NPC,"Wizard at           4, 5. | Male villager at   20,15."
Bank00.asm,,CantStatTbl,CantStatTbl,CantlinStatTbl,1,General,"Guard at           15, 6. | Shopkeeper at       3,26. | Guard at           22, 9."
Bank00.asm,,CantlinDat,CantlinDat,CantlinDat,1,Graphics,"Cantlin. Map #$0A. | Tile mapping: $0-Grass, $1-Sand, $2-Water, $3-Treasure Chest, $4-Stone, | $5-Stairs Up, $6-Brick, $7-Stairs Down, $8-Trees, $9-Poison, $A-Force Field,"
Bank00.asm,,CantlinMobileTable,CantlinMobileTable,CantlinMobileTable,1,Alias,Alias for CantMobTbl
Bank00.asm,,CantlinStaticTable,CantlinStaticTable,CantlinStaticTable,1,Alias,Alias for CantStatTbl
Bank00.asm,,CharSpriteTbl,CharSpriteTbl,CharSpriteTbl,9,PPU,"background/foreground attributes. | Pointer to the table below. | Male villager, facing back, right side extended."
Bank00.asm,,CharSpriteTblPtr,CharSpriteTblPtr,CharSpriteTblPtr,2,PPU,"The following table contains all the sprites that compose the characters in the game. | There are two bytes assiciated with each sprite.  The first byte is the tile pattern number | and the second byte is the sprite attribute byte and controls the palette, mirroring and"
Bank00.asm,,CheckCollision,CheckCollision,CheckCollision,4,Audio,Erdrick's cave B1.                   Resume dungeon 1 music. | Erdrick's cave B2.                   Resume dungeon 2 music. | Get potential new position of character and transfer
Bank00.asm,,CheckCoveredArea,CheckCoveredArea,CheckCoveredArea,4,PPU,($C632)Wait for PPU buffer to be open. | Convert the map width into the number of bytes used to
Bank00.asm,,CheckMapExit,CheckMapExit,CheckMapExit,5,Map,"If so, branch to change maps. | ($CBF7)Check movement updates. | Prepare to search for the proper target map."
Bank00.asm,,CheckNPCCollision,CheckNPCCollision,CheckNPCCollision,1,NPC,Reset frame counter. | ($CB30)Update NPC movement and pop-up window. | Are there NPCs on the current map?
Bank00.asm,,CheckPlayerShields,CheckPlayerShields,CheckPlayerShields,1,Graphics,"If not, branch to check if they are carrying a shield. | Offset to carrying weapon tile patterns. | Player is carrying a weapon."
Bank00.asm,,CheckPlayerWeapons,CheckPlayerWeapons,CheckPlayerWeapons,1,Graphics,Offset to carrying Gwaelin tile patterns. | Branch always. | Offset to not carrying weapon tile patterns.
Bank00.asm,,ChkBrdgBlk,ChkBrdgBlk,CheckBrdgBlk,1,Map,"Is target block a water block? | If not, branch to check for a bridge block. | Water block. Zero flag set."
Bank00.asm,,ChkCoveredArea,ChkCoveredArea,CheckCoveredArea,3,Map,Black out lower half of block. | Block is on the lower edge of lighted area. | Branch always.
Bank00.asm,,ChkCoveredArea2,ChkCoveredArea2,CheckCoveredArea2,1,Map,Black out lower half of block. | Block is on the lower edge of lighted area. | Branch always.
Bank00.asm,,ChkCoveredData,ChkCoveredData,CheckCoveredData,2,NPC,Gwaelin has not been saved. Remove her from the NPCs. | Is player in a dungeon?
Bank00.asm,,ChkDoorBlock,ChkDoorBlock,CheckDoorBlock,1,Map,"Move to next treasure position. | Max 8 treasures per map. Have all treasures been checked? | If not, branch to check if another has been taken already."
Bank00.asm,,ChkDoorLoop,ChkDoorLoop,CheckDoorLoop,1,Map,"If not, branch to exit. No more special blocks to check. | Zero out index to door opened array. | Is there an X position record of this door opened?"
Bank00.asm,,ChkDownBounds,ChkDownBounds,CheckDownBounds,1,Map,"($ABE8)If target block is water or bridge, set zero flag. | Is the target land? If not, branch. | Water with shore at the top."
Bank00.asm,,ChkGotGwaelin,ChkGotGwaelin,CheckGotGwaelin,1,General,"Every 16th frame, alternate character animations. This | creates the walking effect for characters. bit 3 is | the only bit considered."
Bank00.asm,,ChkGwaelinNPC,ChkGwaelinNPC,CheckGwaelinNPC,3,NPC,Increment to next NPC byte. | ($B001)Loop to load static NPC data for this map. | Is player in the throne room?
Bank00.asm,,ChkLeftBounds,ChkLeftBounds,CheckLeftBounds,0,Map,"If so, branch. | Is the X position 1 right of the map bounds? | If not, branch."
Bank00.asm,,ChkLeftThRoom,ChkLeftThRoom,CheckLeftThRoom,1,System,"Reset the history of opened doors. | Has the opened doors history been completely cleared? | If not, branch to clear another byte."
Bank00.asm,,ChkLightDiameterX,ChkLightDiameterX,CheckLightDiameterX,3,Graphics,Store the unsigned tile X position. | Is target block outside the visible area in a dungeon?
Bank00.asm,,ChkLightDiameterX2,ChkLightDiameterX2,CheckLightDiameterX2,1,Graphics,Store the unsigned tile X position. | Is target block outside the visible area in a dungeon?
Bank00.asm,,ChkLightDiameterY,ChkLightDiameterY,CheckLightDiameterY,3,Graphics,Store the unsigned tile Y position. | Is target block outside the visible area in a dungeon?
Bank00.asm,,ChkLightDiameterY2,ChkLightDiameterY2,CheckLightDiameterY2,1,Graphics,Store the unsigned tile Y position. | Is target block outside the visible area in a dungeon?
Bank00.asm,,ChkLightXEdge,ChkLightXEdge,CheckLightXEdge,3,Graphics,Remove no tiles from the current block. | Branch always. | Branch if block is not at the very edge of the lighted area.
Bank00.asm,,ChkLightXEdge2,ChkLightXEdge2,CheckLightXEdge2,1,Graphics,Remove no tiles from the current block. | Branch always. | Branch if block is not at the very edge of the lighted area.
Bank00.asm,,ChkLightY,ChkLightY,CheckLightY,9,Map,Black out right side of block. | Block is on the right edge of lighted area. | Is Y position a positive value?
Bank00.asm,,ChkLightY2,ChkLightY2,CheckLightY2,2,Map,Black out right side of block. | Block is on the right edge of lighted area. | Is Y position a positive value?
Bank00.asm,,ChkLightYEdge,ChkLightYEdge,CheckLightYEdge,3,Graphics,Remove no tiles from the current block. | Branch always. | Branch if block is not at the very edge of the lighted area.
Bank00.asm,,ChkLightYEdge2,ChkLightYEdge2,CheckLightYEdge2,1,Graphics,Remove no tiles from the current block. | Branch always. | Branch if block is not at the very edge of the lighted area.
Bank00.asm,,ChkMapBrecconary,ChkMapBrecconary,CheckMapBrecconary,0,Map,Indicate player is in a town. | Is the player in Brecconary?
Bank00.asm,,ChkMapCantlin,ChkMapCantlin,CheckMapCantlin,1,Map,Load covered area data pointer for Garin. | Is the player in Cantlin?
Bank00.asm,,ChkMapDungeon,ChkMapDungeon,CheckMapDungeon,2,NPC,"If not, branch. | Special NPC data pointer index for Tantagel castle | ground floor after end boss defeated. Branch always."
Bank00.asm,,ChkMapGarinham,ChkMapGarinham,CheckMapGarinham,1,Map,Load covered area data pointer for Brecconary. | Is the player in Garinham?
Bank00.asm,,ChkMapRimuldar,ChkMapRimuldar,CheckMapRimuldar,1,Map,Load covered area data pointer for Cantlin. | Is the player in Rimuldar?
Bank00.asm,,ChkNPCMapLimit,ChkNPCMapLimit,CheckNPCMapLimit,3,NPC,Prepare to move NPC down 1 block. | ($B7E4)Check if NPC will move off end of map. | Prepare to move NPC left 1 block.
Bank00.asm,,ChkNPCWndwBlock,ChkNPCWndwBlock,CheckNPCWndwBlock,3,NPC,Assume the NPC is off screen.
Bank00.asm,,ChkNPCYLoc,ChkNPCYLoc,CheckNPCYLoc,2,NPC,"If so, branch. NPC X position is in visible range. | ($B9DF)Increment to next NPC. | ($BA84)Get NPC pixel Y coord on the screen."
Bank00.asm,,ChkNTEnd,ChkNTEnd,CheckNTEnd,1,PPU,Load byte into nametable. | ($BDB3)Load byte and increment pointer. | Loop to get more data.
Bank00.asm,,ChkOthrMaps,ChkOthrMaps,CheckOthrMaps,1,Map,Restore Y from stack. Done. | Set upper bytes to 0 for multiplication prep.
Bank00.asm,,ChkOverworldMap,ChkOverworldMap,CheckOverworldMap,1,Map,Set flag indicating player has left throne room. | Is player on the overworld map?
Bank00.asm,,ChkOvrWrld,ChkOvrWrld,CheckOvrWrld,0,Map,"Is the target Y coordinate within the map bounds? | If not, branch to get boundary block. | Save Y on the stack."
Bank00.asm,,ChkRemovePopUp,ChkRemovePopUp,CheckRemovePopUp,4,Graphics,Point character down by default. | ($D9E2)Load a new map. | This tile will be blank unless the pop-up window is active.
Bank00.asm,,ChkRemovedBlks,ChkRemovedBlks,CheckRemovedBlks,1,Player,Shift upper nibble to the lower nibble. | Is the player currently in a dungeon or town?
Bank00.asm,,ChkRightBounds,ChkRightBounds,CheckRightBounds,1,Map,"($ABE8)If target block is water or bridge, set zero flag. | Is the target land? If not, branch. | Water with shore at the left."
Bank00.asm,,ChkRmvUpperLeft,ChkRmvUpperLeft,CheckRmvUpperLeft,0,PPU,Store the Upper left tile data of block in buffer. | ($C690)Add data to PPU buffer. | Is the flag set for removing the upper left tile of block?
Bank00.asm,,ChkRnbwBrdg,ChkRnbwBrdg,CheckRnbwBrdg,0,Map,"Is the player on the overworld map? | If not, branch to check other maps. | Is the X position 64?"
Bank00.asm,,ChkSpecialLoc,ChkSpecialLoc,CheckSpecialLoc,5,NPC,"If not, branch to check the next NPC. | Done checking, return indicating no collisions detected. | Is player X position beyond map boundaries?"
Bank00.asm,,ChkStairBlock,ChkStairBlock,CheckStairBlock,1,Map,Gwaelin has already been saved or is being carried. | Return target block as a brick floor. | Branch always.
Bank00.asm,,ChkThRoomMap,ChkThRoomMap,CheckThRoomMap,1,Map,Player entered a dungeon. Minimize light diameter | and clear the radiant timer. | Is player in the throne room?
Bank00.asm,,ChkTreasureLoop,ChkTreasureLoop,CheckTreasureLoop,1,Map,"Is the target block a treasure chest? | If not, branch to check for other blocks. | Zero out index to treasure chest taken array."
Bank00.asm,,ChkTrsrBlock,ChkTrsrBlock,CheckTrsrBlock,1,Map,Hidden stairs have not been found yet. | Return force field block ID. | Branch always.
Bank00.asm,,ChkUpBounds,ChkUpBounds,CheckUpBounds,0,Map,"If so, branch. | Is the Y position 1 below of the map bounds? | If not, branch."
Bank00.asm,,ChkWorldMap,ChkWorldMap,CheckWorldMap,1,Map,There is no covered area data for this map. | Is player on the overworl map?
Bank00.asm,,ChkWtrBlkDown,ChkWtrBlkDown,CheckWtrBlkDown,0,Map,"Is block above target block water? If so, branch. | Block above is not a water block. Set LSB of index. | Is target the last block in the column?"
Bank00.asm,,ChkWtrBlkLft,ChkWtrBlkLft,CheckWtrBlkLft,1,Map,"Get block ID of block to the left of target block. | ($ABF4)Find block ID of target block in world map row. | Is block to left of target block water? If so, branch."
Bank00.asm,,ChkWtrBlkRght,ChkWtrBlkRght,CheckWtrBlkRght,1,Map,"Get block ID of block to the right of target block. | ($ABF4)Find block ID of target block in world map row. | Is block to right of target block water? If so, branch."
Bank00.asm,,ChkWtrBlkUp,ChkWtrBlkUp,CheckWtrBlkUp,1,Map,"Get block ID of block above target block. | ($ABE8)If target block is water or bridge, set zero flag. | Is block above target block water? If so, branch."
Bank00.asm,,ChkWtrOrBrdg,ChkWtrOrBrdg,CheckWtrOrBrdg,6,Map,*2. Each row entry in WrldMapPtrTbl is 2 bytes.
Bank00.asm,,ChkXBounds,ChkXBounds,CheckXBounds,0,Map,The following code is used to check what kind of water block should be displayed on the far | edges of the overworld map. The out of bounds block will always be a water block but it may | border with the land so the shoreline must be caclulated.
Bank00.asm,,ChkYBounds,ChkYBounds,CheckYBounds,3,Map,"($ABE8)If target block is water or bridge, set zero flag. | Is the target land? If not, branch. | Water with shore on the right."
Bank00.asm,,ChngMapLeftLoop,ChngMapLeftLoop,ChngMapLeftLoop,1,Graphics,($FF74)Wait for VBlank interrupt. | Start changing blocks to current map -18 tiles left of center. | Remove no tiles from the current block.
Bank00.asm,,ChngMapRightLoop,ChngMapRightLoop,ChngMapRightLoop,1,Graphics,"Is left half of row changed? If not, branch to do another block. | ($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block."
Bank00.asm,,ChngMapRowLoop,ChngMapRowLoop,ChngMapRowLoop,1,Graphics,($AEFF)Get block player is on and set no covered transition. | Start changing blocks to current map -14 tiles above center. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,ClearSprites,ClearSprites,ClearSprites,1,Graphics,Store stair SFX flag. | ($A743)Fade out screen. | ($C6BB)Clear sprite RAM.
Bank00.asm,,ClearWindowBufferRAM2,ClearWindowBufferRAM2,ClearWindowBufferRAM2,1,PPU,($C212)Fade out both background and sprite palettes. | Set base address to $0400(start of window buffer RAM).
Bank00.asm,,ClearWndBuf,ClearWndBuf,ClearWndBuf,1,Dialog,Window is now removed. Exit. | Is this a background window?
Bank00.asm,,ClrOpenDoorsLoop,ClrOpenDoorsLoop,ClearOpenDoorsLoop,1,System,"If not, branch. | Prepare to clear open door history. | Reset the history of opened doors."
Bank00.asm,,ClrWindowBlock,ClrWindowBlock,ClearWindowBlock,3,Map,"Is this a foreground window block not covering other window? | If so, branch to clear window block. | ($A8AD)Uncover a window hidden by a foreground window."
Bank00.asm,,ColumnOuterLoop,ColumnOuterLoop,ColumnOuterLoop,1,Graphics,Start replacing blocks -18 tiles to the left of the player. | This second run deletes a single column of blocks. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,CombatBckgndGFX,CombatBckgndGFX,CombatBckgndGFX,2,PPU,The following data block is the nametable pointers for the overworld combat | background graphics.  The graphical area is 14 rows by 14 columns.  The data | below starts at the upper left corner of the background and progresses left
Bank00.asm,,ConvBlkID,ConvBlkID,ConvBlkID,1,Map,"If not, branch to get other block ID types. | ($AB24)Get specific outdoor water block ID. | Use block type as index into table."
Bank00.asm,,CoverHiColumnLoop,CoverHiColumnLoop,CoverHiColumnLoop,1,Graphics,($FF74)Wait for VBlank interrupt. | Start replacing blocks -14 tiles above player's position. | Remove no tiles from the current block.
Bank00.asm,,CoverLeftLoop,CoverLeftLoop,CoverLeftLoop,1,Graphics,($FF74)Wait for VBlank interrupt. | Start replacing blocks -16 tiles to the left of the player. | Remove no tiles from the current block.
Bank00.asm,,CoverLoColumnLoop,CoverLoColumnLoop,CoverLoColumnLoop,1,Graphics,"If not, branch to change another block. | ($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block."
Bank00.asm,,CoverOuterLoop,CoverOuterLoop,CoverOuterLoop,1,Graphics,Start replacing blocks -14 tiles above player's position. | ($FF74)Wait for VBlank interrupt.
Bank00.asm,,CoverRightLoop,CoverRightLoop,CoverRightLoop,1,Graphics,"If not, branch to change another block. | ($FF74)Wait for VBlank interrupt. | Remove no tiles from the current block."
Bank00.asm,,DKnightPal,DKnightPal,DKnightPal,0,General,
Bank00.asm,,DLBFMobTbl,DLBFMobTbl,DragonlordBeforeFloorMobTbl,1,NPC,"Guard at           12,11. | No mobile NPCs."
Bank00.asm,,DLBFStatTbl,DLBFStatTbl,DragonlordBeforeFloorStatTbl,1,NPC,"No mobile NPCs. | Dragonlord at      16,24."
Bank00.asm,,DLCstlGFDat,DLCstlGFDat,DungeonLevelCstlGFDat,1,Graphics,"Dragonlord's castle - ground floor. Map #$02. | Tile mapping: $0-Grass, $1-Sand, $2-Water, $3-Treasure Chest, $4-Stone, | $5-Stairs Up, $6-Brick, $7-Stairs Down, $8-Trees, $9-Poison, $A-Force Field,"
Bank00.asm,,DgnLrdBLDat,DgnLrdBLDat,DungeonLrdBLDat,1,Graphics,"Dragonlord's castle - bottom level. Map #$06. | Tile mapping: $0-Grass, $1-Sand, $2-Water, $3-Treasure Chest, $4-Stone, | $5-Stairs Up, $6-Brick, $7-Stairs Down, $8-Trees, $9-Poison, $A-Force Field,"
Bank00.asm,,DgnLrdSL1Dat,DgnLrdSL1Dat,DungeonLrdSwampLevel1Dat,1,Graphics,"Dragonlord's castle - sublevel 1. Map #$0F. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DgnLrdSL2Dat,DgnLrdSL2Dat,DungeonLrdSwampLevel2Dat,1,Graphics,"Dragonlord's castle - sublevel 2. Map #$10. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DgnLrdSL3Dat,DgnLrdSL3Dat,DungeonLrdSwampLevel3Dat,1,Graphics,"Dragonlord's castle - sublevel 3. Map #$11. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DgnLrdSL4Dat,DgnLrdSL4Dat,DungeonLrdSwampLevel4Dat,2,Graphics,"Dragonlord's castle - sublevel 4. Map #$12. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DgnLrdSL5Dat,DgnLrdSL5Dat,DungeonLrdSwampLevel5Dat,1,Graphics,"Dragonlord's castle - sublevel 5. Map #$13. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DgnLrdSL6Dat,DgnLrdSL6Dat,DungeonLrdSwampLevel6Dat,1,Graphics,"Dragonlord's castle - sublevel 6. Map #$14. | Tile mapping: $0-Stone, $1-Stairs Up, $2-Brick, $3-Stairs Down, | $4-Treasure Chest, $5-Door, $6-Gwaelin, $7-Blank, $8-Stone, $9-Stairs Up,"
Bank00.asm,,DirectionBlocked,DirectionBlocked,DirectionBlocked,1,NPC,"Is target block an obstruction? | If not, branch to check for NPC collisions. | Direction blocked!"
Bank00.asm,,DoAttribByte,DoAttribByte,DoAttribByte,2,PPU,Each tile is 3 bytes. Remove those 3 bytes. | Remove a tile entry from the counter. | Increment to attribute table byte.
Bank00.asm,,DoCoveredArea,DoCoveredArea,DoCoveredArea,4,Graphics,"($B6DA)Update player and NPC sprites. | ($B5FA)Handle covered areas of the map, if necessary. | Make a copy of the player's X and Y position."
Bank00.asm,,DoIntroGFX,DoIntroGFX,DoIntroGFX,2,Graphics,($FF74)Wait for VBlank interrupt.
Bank00.asm,,DoJoyDown,DoJoyDown,DoJoyDown,2,Graphics,"($B6DA)Update player and NPC sprites. | ($B5FA)Handle covered areas of the map, if necessary. | ($B23E)Check if pop-up window needs to be removed."
Bank00.asm,,DoJoyLeft,DoJoyLeft,DoJoyLeft,2,Dialog,($FF74)Wait for VBlank interrupt. | ($B23E)Check if pop-up window needs to be removed.
Bank00.asm,,DoJoyRight,DoJoyRight,DoJoyRight,2,Dialog,Restore the frame counter on the stack. | ($B23E)Check if pop-up window needs to be removed.
Bank00.asm,,DoJoyUp,DoJoyUp,DoJoyUp,2,Dialog,($B23E)Check if pop-up window needs to be removed.
Bank00.asm,,DoLowerLeftTile,DoLowerLeftTile,DoLowerLeftTile,2,Graphics,Each tile is 3 bytes. Remove those 3 bytes. | Remove a tile entry from the counter.
Bank00.asm,,DoLowerRightTile,DoLowerRightTile,DoLowerRightTile,2,Graphics,Each tile is 3 bytes. Remove those 3 bytes. | Remove a tile entry from the counter. | Store the lower right tile data of block in buffer.
Bank00.asm,,DoPalFadeIn,DoPalFadeIn,DoPalFadeIn,2,PPU,Done removing window block. Return. | ($AA49)Load fade in/fade out palettes.
Bank00.asm,,DoPalFadeOut,DoPalFadeOut,DoPalFadeOut,2,PPU,($AA49)Load fade in/fade out palettes. | ($C529)Fade in both background and sprite palettes. | ($AA49)Load fade in/fade out palettes.
Bank00.asm,,DoRemovePopUp,DoRemovePopUp,DoRemovePopUp,1,Graphics,"This tile will be blank unless the pop-up window is active. | If it is active, branch to remove it from the screen. | Save the frame counter on the stack."
Bank00.asm,,DoSprites,DoSprites,DoSprites,45,Graphics,End sprite direction calculations. | Is this the final fight?
Bank00.asm,,DoUpperLeftTile,DoUpperLeftTile,DoUpperLeftTile,0,Graphics,Initialize index for transferring GFX block data. | Store the Upper left tile data of block in buffer.
Bank00.asm,,DoUpperRightTile,DoUpperRightTile,DoUpperRightTile,2,Graphics,Each tile is 3 bytes. Remove those 3 bytes. | Remove a tile entry from the counter. | Store the Upper right tile data of block in buffer.
Bank00.asm,,DoWtrConv,DoWtrConv,DoWtrConv,1,Map,"is under cover or not. | Save A on stack(water block ID, not used)."
Bank00.asm,,DoneRemoveWindow,DoneRemoveWindow,DoneRemoveWindow,1,Graphics,"If so, branch to exit routine. Nothing left to do. | ($FF74)Wait for VBlank interrupt. | ($B6DA)Update player and NPC sprites."
Bank00.asm,,DownSynced,DownSynced,DownSynced,1,NPC,Not on first frame. Remove return address from stack and | update the idle status instead. | ($CB30)Update NPC movement and pop-up window.
Bank00.asm,,DrakeePal,DrakeePal,DrakeePal,1,General,
Bank00.asm,,DrakeemaPal,DrakeemaPal,DrakeemaPal,0,Map,
